Longitude      Co-latitude    radius
50.000000      90.000000      6378088.558    
60.000000      90.000000      6378074.810    
70.000000      90.000000      6378047.931    
80.000000      90.000000      6378034.809    
90.000000      90.000000      6378074.119    
100.000000     90.000000      6378130.506    
110.000000     90.000000      6378170.945    
120.000000     90.000000      6378197.233    
130.000000     90.000000      6378213.427    
140.000000     90.000000      6378209.714    
150.000000     90.000000      6378199.808    
160.000000     90.000000      6378186.845    
170.000000     90.000000      6378169.451    
-180.000000    99.934395      6377533.053    
-170.000000    99.934394      6377519.151    
-160.000000    99.934394      6377508.585    
-150.000000    99.934394      6377503.245    
-140.000000    99.934394      6377495.130    
-130.000000    99.934394      6377488.636    
-120.000000    99.934394      6377486.938    
-110.000000    99.934394      6377490.098    
-100.000000    99.934394      6377486.038    
-90.000000     99.934394      6377488.620    
-80.000000     99.934394      6377496.727    
-70.000000     99.934395      6377525.993    
-60.000000     99.934394      6377501.662    
-50.000000     99.934394      6377478.695    
-40.000000     99.934394      6377485.543    
-30.000000     99.934394      6377488.290    
-20.000000     99.934394      6377501.799    
-10.000000     99.934394      6377510.609    
-0.000000      99.934394      6377508.981    
10.000000      99.934394      6377510.862    
20.000000      99.934394      6377503.189    
30.000000      99.934394      6377485.722    
40.000000      99.934394      6377471.191    
50.000000      99.934394      6377465.781    
60.000000      99.934394      6377460.478    
70.000000      99.934394      6377436.977    
80.000000      99.934393      6377422.028    
90.000000      99.934394      6377433.626    
100.000000     99.934394      6377471.334    
110.000000     99.934394      6377496.936    
120.000000     99.934395      6377536.204    
130.000000     99.934395      6377550.210    
140.000000     99.934395      6377566.782    
150.000000     99.934395      6377575.085    
160.000000     99.934395      6377559.892    
170.000000     99.934395      6377548.488    
-180.000000    109.876631     6375704.291    
-170.000000    109.876630     6375680.843    
-160.000000    109.876630     6375663.706    
-150.000000    109.876630     6375653.211    
-140.000000    109.876630     6375645.976    
-130.000000    109.876630     6375643.014    
-120.000000    109.876630     6375649.107    
-110.000000    109.876630     6375652.173    
-100.000000    109.876630     6375650.395    
-90.000000     109.876630     6375652.989    
-80.000000     109.876630     6375662.462    
-70.000000     109.876631     6375689.317    
-60.000000     109.876630     6375673.935    
-50.000000     109.876630     6375646.523    
-40.000000     109.876630     6375646.956    
-30.000000     109.876630     6375648.570    
-20.000000     109.876630     6375653.866    
-10.000000     109.876630     6375666.564    
-0.000000      109.876630     6375670.931    
10.000000      109.876630     6375677.160    
20.000000      109.876630     6375675.922    
30.000000      109.876630     6375661.633    
40.000000      109.876630     6375644.148    
50.000000      109.876630     6375643.375    
60.000000      109.876630     6375644.038    
70.000000      109.876629     6375633.702    
80.000000      109.876629     6375614.078    
90.000000      109.876629     6375606.330    
100.000000     109.876629     6375608.364    
110.000000     109.876629     6375628.743    
120.000000     109.876630     6375658.813    
130.000000     109.876630     6375678.600    
140.000000     109.876631     6375700.235    
150.000000     109.876631     6375711.593    
160.000000     109.876631     6375711.339    
170.000000     109.876631     6375718.357    
-180.000000    119.833637     6372872.543    
-170.000000    119.833636     6372847.390    
-160.000000    119.833636     6372830.483    
-150.000000    119.833636     6372823.471    
-140.000000    119.833636     6372816.145    
-130.000000    119.833635     6372811.733    
-120.000000    119.833636     6372814.491    
-110.000000    119.833636     6372817.027    
-100.000000    119.833636     6372820.394    
-90.000000     119.833636     6372825.831    
-80.000000     119.833636     6372832.973    
-70.000000     119.833637     6372861.175    
-60.000000     119.833636     6372842.930    
-50.000000     119.833636     6372827.796    
-40.000000     119.833636     6372816.359    
-30.000000     119.833636     6372828.295    
-20.000000     119.833636     6372835.074    
-10.000000     119.833636     6372839.862    
-0.000000      119.833636     6372846.470    
10.000000      119.833636     6372850.814    
20.000000      119.833637     6372858.142    
30.000000      119.833637     6372855.771    
40.000000      119.833636     6372838.510    
50.000000      119.833636     6372839.508    
60.000000      119.833636     6372839.875    
70.000000      119.833636     6372830.953    
80.000000      119.833636     6372815.779    
90.000000      119.833635     6372799.708    
100.000000     119.833635     6372787.313    
110.000000     119.833635     6372785.432    
120.000000     119.833635     6372802.603    
130.000000     119.833635     6372810.408    
140.000000     119.833636     6372837.445    
150.000000     119.833637     6372856.715    
160.000000     119.833637     6372858.536    
170.000000     119.833637     6372868.619    
-180.000000    129.810611     6369365.745    
-170.000000    129.810611     6369351.642    
-160.000000    129.810611     6369346.353    
-150.000000    129.810610     6369338.484    
-140.000000    129.810610     6369333.407    
-130.000000    129.810610     6369332.517    
-120.000000    129.810610     6369332.449    
-110.000000    129.810610     6369335.045    
-100.000000    129.810610     6369338.367    
-90.000000     129.810611     6369344.429    
-80.000000     129.810611     6369352.204    
-70.000000     129.810611     6369367.472    
-60.000000     129.810611     6369358.682    
-50.000000     129.810610     6369342.609    
-40.000000     129.810610     6369338.572    
-30.000000     129.810611     6369351.700    
-20.000000     129.810611     6369366.276    
-10.000000     129.810611     6369368.337    
-0.000000      129.810611     6369362.918    
10.000000      129.810611     6369370.224    
20.000000      129.810611     6369374.676    
30.000000      129.810612     6369378.249    
40.000000      129.810612     6369384.033    
50.000000      129.810612     6369385.957    
60.000000      129.810611     6369373.712    
70.000000      129.810611     6369368.598    
80.000000      129.810611     6369358.447    
90.000000      129.810610     6369342.889    
100.000000     129.810610     6369324.289    
110.000000     129.810610     6369312.763    
120.000000     129.810610     6369311.756    
130.000000     129.810610     6369317.859    
140.000000     129.810610     6369330.448    
150.000000     129.810611     6369343.259    
160.000000     129.810611     6369350.182    
170.000000     129.810611     6369364.033    
-180.000000    139.810389     6365615.777    
-170.000000    139.810389     6365613.175    
-160.000000    139.810389     6365613.533    
-150.000000    139.810389     6365615.873    
-140.000000    139.810389     6365614.551    
-130.000000    139.810389     6365616.124    
-120.000000    139.810389     6365621.819    
-110.000000    139.810389     6365621.417    
-100.000000    139.810389     6365623.541    
-90.000000     139.810389     6365628.766    
-80.000000     139.810390     6365636.947    
-70.000000     139.810390     6365643.781    
-60.000000     139.810390     6365644.559    
-50.000000     139.810390     6365634.233    
-40.000000     139.810390     6365635.450    
-30.000000     139.810390     6365642.768    
-20.000000     139.810390     6365652.575    
-10.000000     139.810390     6365659.360    
-0.000000      139.810390     6365657.107    
10.000000      139.810390     6365657.763    
20.000000      139.810391     6365665.157    
30.000000      139.810391     6365669.842    
40.000000      139.810391     6365677.121    
50.000000      139.810391     6365676.517    
60.000000      139.810391     6365670.102    
70.000000      139.810391     6365671.672    
80.000000      139.810390     6365659.405    
90.000000      139.810390     6365644.642    
100.000000     139.810389     6365629.853    
110.000000     139.810389     6365616.940    
120.000000     139.810389     6365609.507    
130.000000     139.810389     6365609.803    
140.000000     139.810389     6365613.496    
150.000000     139.810389     6365614.874    
160.000000     139.810389     6365617.920    
170.000000     139.810389     6365621.790    
-180.000000    149.833075     6362086.651    
-170.000000    149.833075     6362089.848    
-160.000000    149.833075     6362095.311    
-150.000000    149.833075     6362100.583    
-140.000000    149.833075     6362102.546    
-130.000000    149.833075     6362105.945    
-120.000000    149.833076     6362109.129    
-110.000000    149.833076     6362110.443    
-100.000000    149.833076     6362116.026    
-90.000000     149.833076     6362121.398    
-80.000000     149.833076     6362129.128    
-70.000000     149.833076     6362141.867    
-60.000000     149.833077     6362152.793    
-50.000000     149.833077     6362152.948    
-40.000000     149.833077     6362153.854    
-30.000000     149.833077     6362156.473    
-20.000000     149.833077     6362153.841    
-10.000000     149.833077     6362149.826    
-0.000000      149.833077     6362147.805    
10.000000      149.833077     6362152.709    
20.000000      149.833077     6362158.088    
30.000000      149.833077     6362161.770    
40.000000      149.833077     6362166.581    
50.000000      149.833077     6362165.777    
60.000000      149.833077     6362165.418    
70.000000      149.833077     6362161.930    
80.000000      149.833077     6362157.652    
90.000000      149.833076     6362141.564    
100.000000     149.833076     6362129.345    
110.000000     149.833076     6362118.993    
120.000000     149.833076     6362107.960    
130.000000     149.833075     6362101.202    
140.000000     149.833075     6362099.522    
150.000000     149.833075     6362103.070    
160.000000     149.833075     6362097.780    
170.000000     149.833075     6362088.084    
-180.000000    159.875992     6359210.677    
-170.000000    159.875992     6359209.525    
-160.000000    159.875992     6359212.647    
-150.000000    159.875992     6359215.806    
-140.000000    159.875992     6359220.733    
-130.000000    159.875993     6359229.208    
-120.000000    159.875993     6359235.289    
-110.000000    159.875993     6359240.366    
-100.000000    159.875993     6359246.140    
-90.000000     159.875993     6359251.487    
-80.000000     159.875993     6359264.416    
-70.000000     159.875993     6359275.361    
-60.000000     159.875994     6359277.448    
-50.000000     159.875993     6359273.121    
-40.000000     159.875993     6359274.523    
-30.000000     159.875993     6359274.036    
-20.000000     159.875994     6359275.891    
-10.000000     159.875994     6359282.958    
-0.000000      159.875994     6359287.091    
10.000000      159.875994     6359289.682    
20.000000      159.875994     6359290.526    
30.000000      159.875994     6359293.134    
40.000000      159.875994     6359294.522    
50.000000      159.875994     6359301.665    
60.000000      159.875994     6359302.949    
70.000000      159.875994     6359290.354    
80.000000      159.875994     6359290.844    
90.000000      159.875994     6359283.843    
100.000000     159.875993     6359264.726    
110.000000     159.875993     6359251.391    
120.000000     159.875993     6359245.833    
130.000000     159.875993     6359233.810    
140.000000     159.875993     6359230.011    
150.000000     159.875992     6359218.221    
160.000000     159.875992     6359217.102    
170.000000     159.875992     6359214.861    
-180.000000    169.933978     6357350.495    
-170.000000    169.933978     6357350.071    
-160.000000    169.933978     6357349.957    
-150.000000    169.933978     6357350.634    
-140.000000    169.933978     6357355.077    
-130.000000    169.933978     6357359.633    
-120.000000    169.933978     6357364.288    
-110.000000    169.933978     6357367.596    
-100.000000    169.933979     6357373.732    
-90.000000     169.933979     6357379.460    
-80.000000     169.933979     6357378.656    
-70.000000     169.933979     6357378.111    
-60.000000     169.933979     6357380.516    
-50.000000     169.933979     6357384.132    
-40.000000     169.933979     6357385.497    
-30.000000     169.933979     6357387.418    
-20.000000     169.933979     6357392.323    
-10.000000     169.933979     6357397.134    
-0.000000      169.933979     6357397.811    
10.000000      169.933979     6357401.156    
20.000000      169.933979     6357404.278    
30.000000      169.933979     6357407.254    
40.000000      169.933979     6357408.150    
50.000000      169.933979     6357407.393    
60.000000      169.933979     6357407.545    
70.000000      169.933979     6357408.880    
80.000000      169.933979     6357408.438    
90.000000      169.933979     6357400.114    
100.000000     169.933979     6357389.839    
110.000000     169.933979     6357378.078    
120.000000     169.933978     6357368.505    
130.000000     169.933978     6357360.888    
140.000000     169.933978     6357352.954    
150.000000     169.933978     6357351.899    
160.000000     169.933978     6357352.943    
170.000000     169.933978     6357352.268    
